DATE,DEXUSEU,year,month,day
5/10/2007,1.4154,,,
8/10/2007,1.4154,,,
9/10/2007,1.4092,,,
10/10/2007,1.4157,,,
11/10/2007,1.4228,,,
12/10/2007,1.4168,,,
15/10/2007,1.4216,,,
16/10/2007,1.4165,,,
17/10/2007,1.4208,,,
18/10/2007,1.4291,,,
19/10/2007,1.4263,,,
22/10/2007,1.4138,,,
23/10/2007,1.4248,,,
24/10/2007,1.4237,,,
25/10/2007,1.4299,,,
26/10/2007,1.439,,,
29/10/2007,1.4405,,,
30/10/2007,1.4424,,,
31/10/2007,1.4468,,,
1/11/2007,1.4435,,,
2/11/2007,1.4481,,,
5/11/2007,1.4469,,,
6/11/2007,1.4555,,,
7/11/2007,1.4667,,,
8/11/2007,1.4691,,,
9/11/2007,1.4665,,,
12/11/2007,.,,,
13/11/2007,1.4598,,,
14/11/2007,1.467,,,
15/11/2007,1.4639,,,
16/11/2007,1.4652,,,
19/11/2007,1.4658,,,
20/11/2007,1.4787,,,
21/11/2007,1.4829,,,
22/11/2007,1.4829,,,
23/11/2007,1.4825,,,
26/11/2007,1.4862,,,
27/11/2007,1.4817,,,
28/11/2007,1.475,,,
29/11/2007,1.4766,,,
30/11/2007,1.4688,,,
3/12/2007,1.4657,,,
4/12/2007,1.4759,,,
5/12/2007,1.4666,,,
6/12/2007,1.4638,,,
7/12/2007,1.4664,,,
10/12/2007,1.4714,,,
11/12/2007,1.4702,,,
12/12/2007,1.4702,,,
13/12/2007,1.4591,,,
14/12/2007,1.4433,,,
17/12/2007,1.4369,,,
18/12/2007,1.4392,,,
19/12/2007,1.4344,,,
20/12/2007,1.4353,,,
21/12/2007,1.4361,,,
24/12/2007,1.4409,,,
25/12/2007,.,,,
26/12/2007,1.45,,,
27/12/2007,1.4601,,,
28/12/2007,1.4718,,,
31/12/2007,1.4603,,,
1/1/2008,.,,,
2/1/2008,1.4738,,,
3/1/2008,1.4736,,,
4/1/2008,1.4786,,,
7/1/2008,1.4684,,,
8/1/2008,1.4717,,,
9/1/2008,1.4663,,,
10/1/2008,1.474,,,
11/1/2008,1.4787,,,
14/1/2008,1.4877,,,
15/1/2008,1.4842,,,
16/1/2008,1.4643,,,
17/1/2008,1.469,,,
18/1/2008,1.4616,,,
21/1/2008,.,,,
22/1/2008,1.4609,,,
23/1/2008,1.4574,,,
24/1/2008,1.4737,,,
25/1/2008,1.4673,,,
28/1/2008,1.4789,,,
29/1/2008,1.4767,,,
30/1/2008,1.4782,,,
31/1/2008,1.4841,,,
1/2/2008,1.4851,,,
4/2/2008,1.4832,,,
5/2/2008,1.4638,,,
6/2/2008,1.4647,,,
7/2/2008,1.4495,,,
8/2/2008,1.4505,,,
11/2/2008,1.4506,,,
12/2/2008,1.4592,,,
13/2/2008,1.4569,,,
14/2/2008,1.4635,,,
15/2/2008,1.4674,,,
18/2/2008,.,,,
19/2/2008,1.4742,,,
20/2/2008,1.4663,,,
21/2/2008,1.4813,,,
22/2/2008,1.4825,,,
25/2/2008,1.4822,,,
26/2/2008,1.4889,,,
27/2/2008,1.5132,,,
28/2/2008,1.5172,,,
29/2/2008,1.5187,,,
3/3/2008,1.5195,,,
4/3/2008,1.521,,,
5/3/2008,1.5282,,,
6/3/2008,1.5356,,,
7/3/2008,1.5333,,,
10/3/2008,1.5369,,,
11/3/2008,1.5329,,,
12/3/2008,1.5495,,,
13/3/2008,1.5584,,,
14/3/2008,1.5604,,,
17/3/2008,1.5765,,,
18/3/2008,1.5784,,,
19/3/2008,1.5642,,,
20/3/2008,1.5417,,,
21/3/2008,1.5447,,,
24/3/2008,1.5394,,,
25/3/2008,1.5595,,,
26/3/2008,1.5761,,,
27/3/2008,1.5798,,,
28/3/2008,1.5759,,,
31/3/2008,1.5805,,,
1/4/2008,1.5615,,,
2/4/2008,1.5618,,,
3/4/2008,1.5667,,,
4/4/2008,1.5735,,,
7/4/2008,1.5713,,,
8/4/2008,1.5705,,,
9/4/2008,1.5804,,,
10/4/2008,1.5744,,,
11/4/2008,1.5796,,,
14/4/2008,1.5827,,,
15/4/2008,1.5801,,,
16/4/2008,1.5978,,,
17/4/2008,1.5924,,,
18/4/2008,1.5742,,,
21/4/2008,1.5881,,,
22/4/2008,1.601,,,
23/4/2008,1.5898,,,
24/4/2008,1.5668,,,
25/4/2008,1.5634,,,
28/4/2008,1.5648,,,
29/4/2008,1.5604,,,
30/4/2008,1.5568,,,
1/5/2008,1.5458,,,
2/5/2008,1.5431,,,
5/5/2008,1.5491,,,
6/5/2008,1.5548,,,
7/5/2008,1.537,,,
8/5/2008,1.5409,,,
9/5/2008,1.5447,,,
12/5/2008,1.5536,,,
13/5/2008,1.5509,,,
14/5/2008,1.5467,,,
15/5/2008,1.5492,,,
16/5/2008,1.5591,,,
19/5/2008,1.5516,,,
20/5/2008,1.5667,,,
21/5/2008,1.5772,,,
22/5/2008,1.5703,,,
23/5/2008,1.5784,,,
26/5/2008,.,,,
27/5/2008,1.5731,,,
28/5/2008,1.5628,,,
29/5/2008,1.5527,,,
30/5/2008,1.556,,,
2/6/2008,1.555,,,
3/6/2008,1.5454,,,
4/6/2008,1.5453,,,
5/6/2008,1.556,,,
6/6/2008,1.5731,,,
9/6/2008,1.5718,,,
10/6/2008,1.5473,,,
11/6/2008,1.5562,,,
12/6/2008,1.5418,,,
13/6/2008,1.5368,,,
16/6/2008,1.5472,,,
17/6/2008,1.5519,,,
18/6/2008,1.5502,,,
19/6/2008,1.5502,,,
20/6/2008,1.5626,,,
23/6/2008,1.5492,,,
24/6/2008,1.5591,,,
25/6/2008,1.557,,,
26/6/2008,1.5738,,,
27/6/2008,1.5749,,,
30/6/2008,1.5748,,,
1/7/2008,1.5778,,,
2/7/2008,1.5869,,,
3/7/2008,1.5708,,,
4/7/2008,.,,,
7/7/2008,1.5646,,,
8/7/2008,1.5653,,,
9/7/2008,1.5744,,,
10/7/2008,1.5771,,,
11/7/2008,1.5898,,,
14/7/2008,1.5914,,,
15/7/2008,1.5923,,,
16/7/2008,1.5847,,,
17/7/2008,1.5861,,,
18/7/2008,1.5855,,,
21/7/2008,1.5877,,,
22/7/2008,1.5811,,,
23/7/2008,1.5708,,,
24/7/2008,1.5657,,,
25/7/2008,1.5687,,,
28/7/2008,1.5747,,,
29/7/2008,1.5588,,,
30/7/2008,1.5559,,,
31/7/2008,1.5589,,,
1/8/2008,1.5567,,,
4/8/2008,1.5569,,,
5/8/2008,1.5468,,,
6/8/2008,1.5409,,,
7/8/2008,1.5341,,,
8/8/2008,1.5047,,,
11/8/2008,1.4958,,,
12/8/2008,1.4905,,,
13/8/2008,1.4895,,,
14/8/2008,1.4856,,,
15/8/2008,1.4695,,,
18/8/2008,1.473,,,
19/8/2008,1.4746,,,
20/8/2008,1.4701,,,
21/8/2008,1.4875,,,
22/8/2008,1.48,,,
25/8/2008,1.4803,,,
26/8/2008,1.466,,,
27/8/2008,1.4684,,,
28/8/2008,1.4685,,,
29/8/2008,1.4669,,,
1/9/2008,.,,,
2/9/2008,1.4522,,,
3/9/2008,1.4489,,,
4/9/2008,1.436,,,
5/9/2008,1.4273,,,
8/9/2008,1.4126,,,
9/9/2008,1.4173,,,
10/9/2008,1.402,,,
11/9/2008,1.3939,,,
12/9/2008,1.4172,,,
15/9/2008,1.4175,,,
16/9/2008,1.4155,,,
17/9/2008,1.4215,,,
18/9/2008,1.4382,,,
19/9/2008,1.4384,,,
22/9/2008,1.4697,,,
23/9/2008,1.4737,,,
24/9/2008,1.4655,,,
25/9/2008,1.4643,,,
26/9/2008,1.4596,,,
29/9/2008,1.4381,,,
30/9/2008,1.4081,,,
1/10/2008,1.4058,,,
2/10/2008,1.3854,,,
3/10/2008,1.3816,,,
6/10/2008,1.3508,,,
7/10/2008,1.3649,,,
8/10/2008,1.368,,,
9/10/2008,1.3646,,,
10/10/2008,1.3471,,,
13/10/2008,.,,,
14/10/2008,1.3658,,,
15/10/2008,1.3567,,,
16/10/2008,1.3416,,,
17/10/2008,1.3462,,,
20/10/2008,1.3314,,,
21/10/2008,1.3102,,,
22/10/2008,1.2835,,,
23/10/2008,1.2878,,,
24/10/2008,1.2639,,,
27/10/2008,1.2446,,,
28/10/2008,1.2476,,,
29/10/2008,1.2851,,,
30/10/2008,1.285,,,
31/10/2008,1.2682,,,
3/11/2008,1.2719,,,
4/11/2008,1.3021,,,
5/11/2008,1.3039,,,
6/11/2008,1.2756,,,
7/11/2008,1.2777,,,
10/11/2008,1.276,,,
11/11/2008,.,,,
12/11/2008,1.2558,,,
13/11/2008,1.2526,,,
14/11/2008,1.2731,,,
17/11/2008,1.2726,,,
18/11/2008,1.269,,,
19/11/2008,1.2595,,,
20/11/2008,1.2525,,,
21/11/2008,1.2531,,,
24/11/2008,1.289,,,
25/11/2008,1.303,,,
26/11/2008,1.2828,,,
27/11/2008,.,,,
28/11/2008,1.2694,,,
1/12/2008,1.2634,,,
2/12/2008,1.2724,,,
3/12/2008,1.2669,,,
4/12/2008,1.284,,,
5/12/2008,1.2654,,,
8/12/2008,1.2942,,,
9/12/2008,1.2937,,,
10/12/2008,1.3024,,,
11/12/2008,1.3294,,,
12/12/2008,1.3349,,,
15/12/2008,1.3664,,,
16/12/2008,1.381,,,
17/12/2008,1.4358,,,
18/12/2008,1.4298,,,
19/12/2008,1.3875,,,
22/12/2008,1.3952,,,
23/12/2008,1.3966,,,
24/12/2008,1.3964,,,
25/12/2008,.,,,
26/12/2008,1.4062,,,
29/12/2008,1.4232,,,
30/12/2008,1.4085,,,
31/12/2008,1.3919,,,
1/1/2009,.,,,
2/1/2009,1.3946,,,
5/1/2009,1.3576,,,
6/1/2009,1.3445,,,
7/1/2009,1.3718,,,
8/1/2009,1.3714,,,
9/1/2009,1.3495,,,
12/1/2009,1.3347,,,
13/1/2009,1.3198,,,
14/1/2009,1.3174,,,
15/1/2009,1.3094,,,
16/1/2009,1.3244,,,
19/1/2009,.,,,
20/1/2009,1.2946,,,
21/1/2009,1.287,,,
22/1/2009,1.2955,,,
23/1/2009,1.2849,,,
26/1/2009,1.3123,,,
27/1/2009,1.3159,,,
28/1/2009,1.3244,,,
29/1/2009,1.2988,,,
30/1/2009,1.2804,,,
2/2/2009,1.2808,,,
3/2/2009,1.301,,,
4/2/2009,1.2857,,,
5/2/2009,1.2838,,,
6/2/2009,1.2874,,,
9/2/2009,1.3064,,,
10/2/2009,1.2966,,,
11/2/2009,1.2893,,,
12/2/2009,1.2822,,,
13/2/2009,1.2879,,,
16/2/2009,.,,,
17/2/2009,1.2571,,,
18/2/2009,1.2547,,,
19/2/2009,1.2675,,,
20/2/2009,1.269,,,
23/2/2009,1.2747,,,
24/2/2009,1.2742,,,
25/2/2009,1.2731,,,
26/2/2009,1.2764,,,
27/2/2009,1.2662,,,
2/3/2009,1.258,,,
3/3/2009,1.2549,,,
4/3/2009,1.2607,,,
5/3/2009,1.2565,,,
6/3/2009,1.2674,,,
9/3/2009,1.2636,,,
10/3/2009,1.2752,,,
11/3/2009,1.2774,,,
12/3/2009,1.2799,,,
13/3/2009,1.2891,,,
16/3/2009,1.2997,,,
17/3/2009,1.2972,,,
18/3/2009,1.311,,,
19/3/2009,1.373,,,
20/3/2009,1.3566,,,
23/3/2009,1.3569,,,
24/3/2009,1.3524,,,
25/3/2009,1.3539,,,
26/3/2009,1.356,,,
27/3/2009,1.3306,,,
30/3/2009,1.3146,,,
31/3/2009,1.3261,,,
1/4/2009,1.3223,,,
2/4/2009,1.3458,,,
3/4/2009,1.3447,,,
6/4/2009,1.3363,,,
7/4/2009,1.3282,,,
8/4/2009,1.3288,,,
9/4/2009,1.3149,,,
10/4/2009,1.3143,,,
13/4/2009,1.3354,,,
14/4/2009,1.3277,,,
15/4/2009,1.3182,,,
16/4/2009,1.3197,,,
17/4/2009,1.303,,,
20/4/2009,1.2903,,,
21/4/2009,1.2978,,,
22/4/2009,1.3012,,,
23/4/2009,1.3048,,,
24/4/2009,1.3277,,,
27/4/2009,1.3136,,,
28/4/2009,1.3061,,,
29/4/2009,1.3324,,,
30/4/2009,1.3244,,,
1/5/2009,1.3267,,,
4/5/2009,1.3365,,,
5/5/2009,1.3375,,,
6/5/2009,1.3313,,,
7/5/2009,1.3411,,,
8/5/2009,1.3494,,,
11/5/2009,1.362,,,
12/5/2009,1.3638,,,
13/5/2009,1.3612,,,
14/5/2009,1.3608,,,
15/5/2009,1.3539,,,
18/5/2009,1.3503,,,
19/5/2009,1.3608,,,
20/5/2009,1.3765,,,
21/5/2009,1.3804,,,
22/5/2009,1.4005,,,
25/5/2009,.,,,
26/5/2009,1.3992,,,
27/5/2009,1.3924,,,
28/5/2009,1.3948,,,
29/5/2009,1.4126,,,
1/6/2009,1.4192,,,
2/6/2009,1.427,,,
3/6/2009,1.4194,,,
4/6/2009,1.4187,,,
5/6/2009,1.399,,,
8/6/2009,1.3884,,,
9/6/2009,1.4014,,,
10/6/2009,1.3983,,,
11/6/2009,1.4093,,,
12/6/2009,1.404,,,
15/6/2009,1.3784,,,
16/6/2009,1.3878,,,
17/6/2009,1.385,,,
18/6/2009,1.3978,,,
19/6/2009,1.3998,,,
22/6/2009,1.3846,,,
23/6/2009,1.4035,,,
24/6/2009,1.4015,,,
25/6/2009,1.3953,,,
26/6/2009,1.4056,,,
29/6/2009,1.4058,,,
30/6/2009,1.402,,,
1/7/2009,1.4186,,,
2/7/2009,1.4018,,,
3/7/2009,1.3991,,,
6/7/2009,1.3938,,,
7/7/2009,1.3965,,,
8/7/2009,1.3852,,,
9/7/2009,1.4026,,,
10/7/2009,1.3926,,,
13/7/2009,1.3973,,,
14/7/2009,1.3971,,,
15/7/2009,1.4116,,,
16/7/2009,1.4115,,,
17/7/2009,1.412,,,
20/7/2009,1.4211,,,
21/7/2009,1.4196,,,
22/7/2009,1.422,,,
23/7/2009,1.4266,,,
24/7/2009,1.4213,,,
27/7/2009,1.4212,,,
28/7/2009,1.4215,,,
29/7/2009,1.4033,,,
30/7/2009,1.4066,,,
31/7/2009,1.4279,,,
3/8/2009,1.4416,,,
4/8/2009,1.44,,,
5/8/2009,1.4391,,,
6/8/2009,1.4357,,,
7/8/2009,1.418,,,
10/8/2009,1.4143,,,
11/8/2009,1.4141,,,
12/8/2009,1.4215,,,
13/8/2009,1.4283,,,
14/8/2009,1.4216,,,
17/8/2009,1.4088,,,
18/8/2009,1.4075,,,
19/8/2009,1.4262,,,
20/8/2009,1.4235,,,
21/8/2009,1.4305,,,
24/8/2009,1.432,,,
25/8/2009,1.435,,,
26/8/2009,1.423,,,
27/8/2009,1.4272,,,
28/8/2009,1.4358,,,
31/8/2009,1.4354,,,
1/9/2009,1.4235,,,
2/9/2009,1.4246,,,
3/9/2009,1.4278,,,
4/9/2009,1.4278,,,
7/9/2009,.,,,
8/9/2009,1.4497,,,
9/9/2009,1.4573,,,
10/9/2009,1.4568,,,
11/9/2009,1.4586,,,
14/9/2009,1.4613,,,
15/9/2009,1.4617,,,
16/9/2009,1.4698,,,
17/9/2009,1.4735,,,
18/9/2009,1.4704,,,
21/9/2009,1.4692,,,
22/9/2009,1.4795,,,
23/9/2009,1.4752,,,
24/9/2009,1.4696,,,
25/9/2009,1.4682,,,
28/9/2009,1.465,,,
29/9/2009,1.4553,,,
30/9/2009,1.463,,,
1/10/2009,1.4532,,,
2/10/2009,1.459,,,
5/10/2009,1.4647,,,
6/10/2009,1.4744,,,
7/10/2009,1.4675,,,
8/10/2009,1.4777,,,
9/10/2009,1.4715,,,
12/10/2009,.,,,
13/10/2009,1.4839,,,
14/10/2009,1.4899,,,
15/10/2009,1.4945,,,
16/10/2009,1.4889,,,
19/10/2009,1.4947,,,
20/10/2009,1.4905,,,
21/10/2009,1.5009,,,
22/10/2009,1.5003,,,
23/10/2009,1.5029,,,
26/10/2009,1.4941,,,
27/10/2009,1.4821,,,
28/10/2009,1.4763,,,
29/10/2009,1.4819,,,
30/10/2009,1.4755,,,
2/11/2009,1.4828,,,
3/11/2009,1.4658,,,
4/11/2009,1.4836,,,
5/11/2009,1.4857,,,
6/11/2009,1.4835,,,
9/11/2009,1.4999,,,
10/11/2009,1.496,,,
11/11/2009,.,,,
12/11/2009,1.4865,,,
13/11/2009,1.4886,,,
16/11/2009,1.4977,,,
17/11/2009,1.483,,,
18/11/2009,1.499,,,
19/11/2009,1.4905,,,
20/11/2009,1.487,,,
23/11/2009,1.4968,,,
24/11/2009,1.4937,,,
25/11/2009,1.5085,,,
26/11/2009,.,,,
27/11/2009,1.4963,,,
30/11/2009,1.4994,,,
1/12/2009,1.51,,,
2/12/2009,1.5059,,,
3/12/2009,1.5081,,,
4/12/2009,1.4885,,,
7/12/2009,1.482,,,
8/12/2009,1.4741,,,
9/12/2009,1.4725,,,
10/12/2009,1.4716,,,
11/12/2009,1.4601,,,
14/12/2009,1.4645,,,
15/12/2009,1.4514,,,
16/12/2009,1.4577,,,
17/12/2009,1.4317,,,
18/12/2009,1.4281,,,
21/12/2009,1.4319,,,
22/12/2009,1.4243,,,
23/12/2009,1.4341,,,
24/12/2009,1.4367,,,
25/12/2009,.,,,
28/12/2009,1.4392,,,
29/12/2009,1.4356,,,
30/12/2009,1.4316,,,
31/12/2009,1.4332,,,
1/1/2010,.,,,
4/1/2010,1.4419,,,
5/1/2010,1.4402,,,
6/1/2010,1.4404,,,
7/1/2010,1.4314,,,
8/1/2010,1.4357,,,
11/1/2010,1.4536,,,
12/1/2010,1.4523,,,
13/1/2010,1.4492,,,
14/1/2010,1.4478,,,
15/1/2010,1.4376,,,
18/1/2010,.,,,
19/1/2010,1.4269,,,
20/1/2010,1.4094,,,
21/1/2010,1.4106,,,
22/1/2010,1.4154,,,
25/1/2010,1.4146,,,
26/1/2010,1.4063,,,
27/1/2010,1.4053,,,
28/1/2010,1.3993,,,
29/1/2010,1.387,,,
1/2/2010,1.3904,,,
2/2/2010,1.3955,,,
3/2/2010,1.3907,,,
4/2/2010,1.3759,,,
5/2/2010,1.3608,,,
8/2/2010,1.3699,,,
9/2/2010,1.3795,,,
10/2/2010,1.3722,,,
11/2/2010,1.364,,,
12/2/2010,1.3625,,,
15/2/2010,.,,,
16/2/2010,1.3742,,,
17/2/2010,1.3623,,,
18/2/2010,1.3563,,,
19/2/2010,1.3538,,,
22/2/2010,1.359,,,
23/2/2010,1.3537,,,
24/2/2010,1.3576,,,
25/2/2010,1.3476,,,
26/2/2010,1.366,,,
1/3/2010,1.3516,,,
2/3/2010,1.3564,,,
3/3/2010,1.3731,,,
4/3/2010,1.3571,,,
5/3/2010,1.3608,,,
8/3/2010,1.3613,,,
9/3/2010,1.3586,,,
10/3/2010,1.3658,,,
11/3/2010,1.3674,,,
12/3/2010,1.3753,,,
15/3/2010,1.3652,,,
16/3/2010,1.3758,,,
17/3/2010,1.3739,,,
18/3/2010,1.3603,,,
19/3/2010,1.353,,,
22/3/2010,1.3531,,,
23/3/2010,1.3535,,,
24/3/2010,1.3347,,,
25/3/2010,1.3344,,,
26/3/2010,1.3398,,,
29/3/2010,1.3465,,,
30/3/2010,1.3409,,,
31/3/2010,1.3526,,,
1/4/2010,1.3569,,,
2/4/2010,1.3487,,,
5/4/2010,1.3486,,,
6/4/2010,1.3378,,,
7/4/2010,1.3364,,,
8/4/2010,1.336,,,
9/4/2010,1.3468,,,
12/4/2010,1.3587,,,
13/4/2010,1.3592,,,
14/4/2010,1.3666,,,
15/4/2010,1.354,,,
16/4/2010,1.3487,,,
19/4/2010,1.3458,,,
20/4/2010,1.3446,,,
21/4/2010,1.3383,,,
22/4/2010,1.3298,,,
23/4/2010,1.336,,,
26/4/2010,1.3336,,,
27/4/2010,1.323,,,
28/4/2010,1.313,,,
29/4/2010,1.3243,,,
30/4/2010,1.3302,,,
3/5/2010,1.3183,,,
4/5/2010,1.3037,,,
5/5/2010,1.289,,,
6/5/2010,1.2689,,,
7/5/2010,1.2721,,,
10/5/2010,1.2861,,,
11/5/2010,1.2715,,,
12/5/2010,1.2642,,,
13/5/2010,1.2568,,,
14/5/2010,1.239,,,
17/5/2010,1.2299,,,
18/5/2010,1.2358,,,
19/5/2010,1.2317,,,
20/5/2010,1.237,,,
21/5/2010,1.2575,,,
24/5/2010,1.2406,,,
25/5/2010,1.2279,,,
26/5/2010,1.2224,,,
27/5/2010,1.237,,,
28/5/2010,1.2369,,,
31/5/2010,.,,,
1/6/2010,1.2266,,,
2/6/2010,1.2206,,,
3/6/2010,1.2193,,,
4/6/2010,1.1998,,,
7/6/2010,1.1959,,,
8/6/2010,1.1995,,,
9/6/2010,1.2045,,,
10/6/2010,1.2111,,,
11/6/2010,1.2077,,,
14/6/2010,1.2277,,,
15/6/2010,1.2327,,,
16/6/2010,1.2323,,,
17/6/2010,1.2365,,,
18/6/2010,1.236,,,
21/6/2010,1.2385,,,
22/6/2010,1.2303,,,
23/6/2010,1.231,,,
24/6/2010,1.2288,,,
25/6/2010,1.2332,,,
28/6/2010,1.2316,,,
29/6/2010,1.2187,,,
30/6/2010,1.2291,,,
1/7/2010,1.2464,,,
2/7/2010,1.2577,,,
5/7/2010,.,,,
6/7/2010,1.2646,,,
7/7/2010,1.2594,,,
8/7/2010,1.2683,,,
9/7/2010,1.2639,,,
12/7/2010,1.2573,,,
13/7/2010,1.2719,,,
14/7/2010,1.2755,,,
15/7/2010,1.2893,,,
16/7/2010,1.2919,,,
19/7/2010,1.2963,,,
20/7/2010,1.2905,,,
21/7/2010,1.2818,,,
22/7/2010,1.2903,,,
23/7/2010,1.2874,,,
26/7/2010,1.2983,,,
27/7/2010,1.2983,,,
28/7/2010,1.2998,,,
29/7/2010,1.3064,,,
30/7/2010,1.3069,,,
2/8/2010,1.3174,,,
3/8/2010,1.3239,,,
4/8/2010,1.3158,,,
5/8/2010,1.3157,,,
6/8/2010,1.3282,,,
9/8/2010,1.3241,,,
10/8/2010,1.3095,,,
11/8/2010,1.2899,,,
12/8/2010,1.2866,,,
13/8/2010,1.2767,,,
16/8/2010,1.2838,,,
17/8/2010,1.289,,,
18/8/2010,1.2872,,,
19/8/2010,1.2837,,,
20/8/2010,1.2687,,,
23/8/2010,1.2663,,,
24/8/2010,1.2675,,,
25/8/2010,1.2652,,,
26/8/2010,1.2717,,,
27/8/2010,1.2765,,,
30/8/2010,1.2686,,,
31/8/2010,1.2704,,,
1/9/2010,1.2813,,,
2/9/2010,1.2824,,,
3/9/2010,1.2885,,,
6/9/2010,.,,,
7/9/2010,1.2723,,,
8/9/2010,1.2727,,,
9/9/2010,1.2708,,,
10/9/2010,1.2731,,,
13/9/2010,1.289,,,
14/9/2010,1.3014,,,
15/9/2010,1.3008,,,
16/9/2010,1.3079,,,
17/9/2010,1.3046,,,
20/9/2010,1.3074,,,
21/9/2010,1.3136,,,
22/9/2010,1.3385,,,
23/9/2010,1.3344,,,
24/9/2010,1.3476,,,
27/9/2010,1.3475,,,
28/9/2010,1.3583,,,
29/9/2010,1.3638,,,
30/9/2010,1.3601,,,
1/10/2010,1.3754,,,
4/10/2010,1.3688,,,
5/10/2010,1.3834,,,
6/10/2010,1.3924,,,
7/10/2010,1.3921,,,
8/10/2010,1.3923,,,
11/10/2010,.,,,
12/10/2010,1.3846,,,
13/10/2010,1.3964,,,
14/10/2010,1.4066,,,
15/10/2010,1.3998,,,
18/10/2010,1.3978,,,
19/10/2010,1.3827,,,
20/10/2010,1.3949,,,
21/10/2010,1.3973,,,
22/10/2010,1.3904,,,
25/10/2010,1.3986,,,
26/10/2010,1.3873,,,
27/10/2010,1.3788,,,
28/10/2010,1.3929,,,
29/10/2010,1.3894,,,
1/11/2010,1.3888,,,
2/11/2010,1.4026,,,
3/11/2010,1.4014,,,
4/11/2010,1.4224,,,
5/11/2010,1.4033,,,
8/11/2010,1.3927,,,
9/11/2010,1.3865,,,
10/11/2010,1.3728,,,
11/11/2010,.,,,
12/11/2010,1.37,,,
15/11/2010,1.3615,,,
16/11/2010,1.3517,,,
17/11/2010,1.3555,,,
18/11/2010,1.3618,,,
19/11/2010,1.3654,,,
22/11/2010,1.3612,,,
23/11/2010,1.3388,,,
24/11/2010,1.335,,,
25/11/2010,.,,,
26/11/2010,1.3243,,,
29/11/2010,1.3092,,,
30/11/2010,1.3036,,,
1/12/2010,1.3149,,,
2/12/2010,1.3228,,,
3/12/2010,1.3367,,,
6/12/2010,1.3275,,,
7/12/2010,1.3323,,,
8/12/2010,1.3242,,,
9/12/2010,1.3206,,,
10/12/2010,1.3242,,,
13/12/2010,1.3389,,,
14/12/2010,1.3395,,,
15/12/2010,1.3306,,,
16/12/2010,1.3206,,,
17/12/2010,1.3155,,,
20/12/2010,1.3124,,,
21/12/2010,1.3131,,,
22/12/2010,1.3089,,,
23/12/2010,1.3101,,,
24/12/2010,.,,,
27/12/2010,1.3146,,,
28/12/2010,1.3122,,,
29/12/2010,1.3183,,,
30/12/2010,1.3269,,,
31/12/2010,.,,,
3/1/2011,1.3371,,,
4/1/2011,1.3306,,,
5/1/2011,1.3171,,,
6/1/2011,1.3027,,,
7/1/2011,1.2944,,,
10/1/2011,1.2945,,,
11/1/2011,1.2978,,,
12/1/2011,1.3066,,,
13/1/2011,1.3364,,,
14/1/2011,1.3328,,,
17/1/2011,.,,,
18/1/2011,1.3399,,,
19/1/2011,1.3495,,,
20/1/2011,1.3443,,,
21/1/2011,1.3581,,,
24/1/2011,1.3653,,,
25/1/2011,1.3644,,,
26/1/2011,1.3688,,,
27/1/2011,1.3688,,,
28/1/2011,1.3607,,,
31/1/2011,1.3715,,,
1/2/2011,1.3793,,,
2/2/2011,1.3779,,,
3/2/2011,1.3654,,,
4/2/2011,1.3584,,,
7/2/2011,1.3557,,,
8/2/2011,1.3687,,,
9/2/2011,1.3688,,,
10/2/2011,1.3637,,,
11/2/2011,1.352,,,
14/2/2011,1.3474,,,
15/2/2011,1.3494,,,
16/2/2011,1.3547,,,
17/2/2011,1.3612,,,
18/2/2011,1.3673,,,
21/2/2011,.,,,
22/2/2011,1.3661,,,
23/2/2011,1.3758,,,
24/2/2011,1.3794,,,
25/2/2011,1.3757,,,
28/2/2011,1.3793,,,
1/3/2011,1.3813,,,
2/3/2011,1.3869,,,
3/3/2011,1.3947,,,
4/3/2011,1.3983,,,
7/3/2011,1.3976,,,
8/3/2011,1.3912,,,
9/3/2011,1.3906,,,
10/3/2011,1.3823,,,
11/3/2011,1.3864,,,
14/3/2011,1.3975,,,
15/3/2011,1.3968,,,
16/3/2011,1.3922,,,
17/3/2011,1.4021,,,
18/3/2011,1.4141,,,
21/3/2011,1.4184,,,
22/3/2011,1.4212,,,
23/3/2011,1.4124,,,
24/3/2011,1.42,,,
25/3/2011,1.4144,,,
28/3/2011,1.4104,,,
29/3/2011,1.409,,,
30/3/2011,1.4095,,,
31/3/2011,1.4183,,,
1/4/2011,1.4215,,,
4/4/2011,1.4221,,,
5/4/2011,1.423,,,
6/4/2011,1.4333,,,
7/4/2011,1.4287,,,
8/4/2011,1.4437,,,
11/4/2011,1.4454,,,
12/4/2011,1.4455,,,
13/4/2011,1.4477,,,
14/4/2011,1.4464,,,
15/4/2011,1.4443,,,
18/4/2011,1.4211,,,
19/4/2011,1.4319,,,
20/4/2011,1.4513,,,
21/4/2011,1.4585,,,
22/4/2011,1.4545,,,
25/4/2011,1.4576,,,
26/4/2011,1.4625,,,
27/4/2011,1.4659,,,
28/4/2011,1.4785,,,
29/4/2011,1.4821,,,
2/5/2011,1.487,,,
3/5/2011,1.4875,,,
4/5/2011,1.4859,,,
5/5/2011,1.4583,,,
6/5/2011,1.4495,,,
9/5/2011,1.4301,,,
10/5/2011,1.4358,,,
11/5/2011,1.4269,,,
12/5/2011,1.4229,,,
13/5/2011,1.4141,,,
16/5/2011,1.4219,,,
17/5/2011,1.4155,,,
18/5/2011,1.427,,,
